km,Engine Displacement,Max Power,No of Cylinder,Mileage,price (lakh),Insurance_Encoded,modelyear_Encoded,owner_Encoded,cylinder_Encoded,oem_Encoded,bt_Encoded,model_Encoded,variantName_Encoded,engine_Encoded,city_Encoded,color_Encoded,seats_Encoded,streeingtype_Encoded,drivetype_Encoded,ft_Encoded,transmission_Encoded,Length,Width,Wheel Base,Cargo Volumn
45000,1396,105.5,4.0,17.43,3.99,2.0,20.0,4.0,3,9,8,86,250,450,5,102,3,4,6,4,1,4375,1700,2570,465
2000,2198,172.45,4.0,17.0,23.7,2.0,28.0,4.0,3,17,7,140,2017,491,5,51,5,1,0,1,0,4662,1917,2750,418
47000,1497,117.3,4.0,17.8,6.99,1.0,22.0,4.0,3,8,8,63,2100,469,5,102,3,4,6,4,1,4440,1695,2600,510
55000,1497,113.18,4.0,17.0,14.15,1.0,25.0,4.0,3,9,7,73,1569,75,5,119,3,4,6,4,0,4300,1790,2610,418
5000,999,67.0,3.0,21.74,4.55,2.0,27.0,4.0,2,27,2,238,26,344,5,102,3,1,6,4,1,3731,1579,2422,279
5000,796,47.3,3.0,22.74,3.3,2.0,26.0,4.0,2,20,2,155,1268,251,5,9,3,4,6,4,1,3395,1490,2360,177
32000,1395,147.51,4.0,16.9,21.0,2.0,23.0,4.0,3,0,7,7,660,391,5,98,3,4,6,4,0,4388,1831,2603,460
20000,1497,113.42,4.0,16.77,10.99,2.0,27.0,4.0,3,13,4,105,1420,373,5,119,5,1,0,4,1,4540,1800,2780,211
20000,1497,113.42,4.0,16.77,10.99,2.0,27.0,4.0,3,13,4,105,1422,373,5,119,5,1,0,4,1,4540,1800,2780,211
61000,1498,97.64,4.0,16.95,1.99,2.0,18.0,4.0,3,27,8,242,1484,459,5,102,3,4,6,4,1,4425,1695,2600,490
14000,1368,160.0,4.0,16.0,11.9,2.0,24.0,3.0,3,12,7,101,239,66,5,98,3,4,2,4,1,4395,1818,2636,408
45000,1968,174.33,4.0,15.73,11.9,2.0,20.0,4.0,3,0,7,7,503,381,5,8,3,4,4,1,0,4385,2019,2603,460
38247,1591,121.3,4.0,17.01,5.35,2.0,21.0,4.0,3,9,8,86,420,450,5,98,3,4,6,4,1,4375,1700,2570,465
41754,1198,86.7,4.0,18.0,3.95,1.0,20.0,3.0,3,8,8,59,1517,476,5,102,3,4,6,4,1,3990,1680,2405,400
52000,2179,120.0,4.0,10.5,2.5,2.0,8.0,4.0,3,17,7,138,592,278,5,8,6,4,0,1,1,4430,1817,2680,460
58000,1198,90.0,4.0,16.0,1.75,2.0,15.0,3.0,3,8,2,66,1486,365,5,9,3,4,0,4,1,3900,1695,2500,267
75000,1498,99.0,4.0,25.83,1.95,2.0,20.0,4.0,3,6,2,54,358,380,5,102,3,0,6,1,1,3886,1695,2491,257
72561,1498,89.84,4.0,22.7,4.25,2.0,19.0,4.0,3,6,7,50,260,380,5,77,3,4,6,1,1,3999,1765,2520,346
53562,1197,78.9,4.0,20.36,1.58,1.0,14.0,2.0,3,9,2,89,1333,319,5,98,3,4,6,4,1,3585,1595,2380,267
32190,1197,81.86,4.0,18.9,4.25,1.0,24.0,4.0,3,9,2,77,1333,320,5,119,3,4,6,4,1,3765,1660,2425,256
20000,796,47.3,3.0,22.74,1.15,1.0,18.0,4.0,2,20,2,155,1268,251,5,78,3,4,6,4,1,3395,1490,2360,177
50000,1197,85.8,4.0,21.1,0.75,1.0,14.0,4.0,3,20,2,175,1806,290,5,78,3,4,6,4,1,3715,1680,2360,232
20000,999,71.01,3.0,19.17,6.5,1.0,27.0,4.0,2,27,7,239,1466,27,5,78,3,1,6,4,1,3991,1750,2500,405
20000,1061,67.0,3.0,18.9,0.8,1.0,12.0,4.0,2,20,2,184,1280,252,5,78,3,4,6,4,1,3595,1475,2400,267
30000,999,71.01,3.0,19.17,6.5,1.0,27.0,4.0,2,27,7,239,1466,27,5,78,3,1,6,4,1,3991,1750,2500,405
40000,796,46.3,3.0,19.7,0.35,1.0,10.0,3.0,2,20,2,154,1250,278,5,78,3,3,0,4,1,3495,1475,2360,267
120000,999,67.0,3.0,23.01,1.9,1.0,23.0,4.0,2,27,2,238,20,344,5,78,3,4,6,4,1,3679,1579,2422,300
60000,1198,73.9,3.0,16.47,2.0,1.0,18.0,4.0,2,31,2,300,1391,280,5,78,3,4,6,4,1,3970,1682,2456,267
60000,1196,70.02,4.0,15.6,1.6,1.0,18.0,3.0,3,6,2,54,1403,244,5,78,3,4,6,4,1,3795,1680,2489,284
30000,1172,68.0,4.0,16.2,1.2,1.0,15.0,4.0,3,5,2,42,87,343,5,78,3,4,6,4,1,3987,1687,2510,267
24000,1172,68.0,4.0,16.2,1.4,1.0,16.0,4.0,3,5,2,42,87,343,5,50,3,4,6,4,1,3987,1687,2510,267
40000,796,46.3,3.0,19.7,1.15,1.0,14.0,4.0,2,20,2,154,1250,278,5,78,3,3,0,4,1,3495,1475,2360,267
60000,1197,85.8,4.0,18.6,2.5,1.0,18.0,4.0,3,20,2,179,2037,289,5,78,3,4,6,4,1,3850,1695,2430,267
30000,1197,65.39,4.0,18.89,4.8,1.0,24.0,4.0,3,9,8,88,1687,33,5,78,3,4,6,0,1,3995,1660,2425,461
84000,1497,78.0,4.0,17.7,1.5,2.0,13.0,3.0,3,8,8,63,1082,278,5,46,3,4,6,4,1,4390,1690,2450,500
151000,796,47.3,3.0,24.7,1.75,1.0,23.0,4.0,2,20,2,155,1268,251,5,119,3,4,6,4,1,3430,1490,2360,177
7000,998,67.05,3.0,21.79,4.9,1.0,26.0,4.0,2,20,2,184,1806,295,5,9,3,4,6,4,1,3655,1620,2435,341
20000,1197,80.0,4.0,18.5,2.5,1.0,15.0,4.0,3,9,2,90,119,278,5,78,3,4,6,4,1,3940,1710,2525,267
20000,1197,81.8,4.0,22.0,4.0,1.0,19.0,4.0,3,20,2,179,1790,449,5,78,3,4,6,4,1,3840,1735,2450,267
50000,1497,108.5,4.0,21.5,5.5,1.0,23.0,4.0,3,29,7,265,296,352,5,78,3,4,6,1,1,3994,1811,2498,350
50000,1086,62.1,3.0,17.92,1.25,1.0,14.0,4.0,2,9,2,82,1140,345,5,78,3,4,6,4,1,3565,1525,2380,267
80000,1396,88.73,4.0,22.54,2.8,1.0,20.0,4.0,3,9,2,90,1339,419,5,78,3,4,6,1,1,3985,1734,2570,295
50000,998,67.1,3.0,19.0,1.5,1.0,16.0,4.0,2,20,2,188,1826,289,5,78,3,4,6,4,1,3600,1495,2360,267
10000,1199,118.36,3.0,16.35,10.82,1.0,27.0,4.0,2,29,7,265,2010,60,5,78,3,4,6,4,0,3993,1811,2498,350
70000,1198,108.5,3.0,17.0,5.5,1.0,24.0,4.0,2,29,7,265,124,354,5,78,3,4,6,4,1,3994,1811,2498,350
30000,1198,86.7,4.0,17.8,4.75,1.0,23.0,4.0,3,8,8,59,1061,476,5,78,3,4,6,4,1,3990,1680,2405,400
80000,1197,85.8,4.0,18.5,1.05,1.0,15.0,2.0,3,20,2,175,1847,289,5,78,3,4,6,4,1,3775,1680,2360,236
80000,1248,74.0,4.0,27.39,5.0,1.0,24.0,4.0,3,20,2,157,186,220,5,78,3,4,6,1,1,3995,1745,2520,339
40000,1373,91.1,4.0,19.12,5.25,1.0,22.0,4.0,3,20,8,163,202,478,5,78,3,4,6,4,0,4490,1730,2650,510
10000,1197,81.8,4.0,21.21,6.5,1.0,26.0,4.0,3,20,2,179,1806,449,5,78,3,1,6,4,1,3840,1735,2450,268
10000,1197,81.8,4.0,21.21,6.5,1.0,26.0,4.0,3,20,2,179,1806,449,5,78,3,1,6,4,1,3840,1735,2450,268
30000,796,47.3,3.0,22.74,2.0,1.0,19.0,4.0,2,20,2,155,1268,251,5,78,3,4,6,4,1,3395,1490,2360,177
20000,1199,84.0,3.0,23.84,4.0,1.0,23.0,4.0,2,29,2,273,132,355,5,78,3,4,6,4,1,3746,1647,2400,242
10000,998,118.36,3.0,18.3,12.0,1.0,28.0,4.0,2,13,7,108,1168,369,5,78,3,1,6,4,0,3995,1790,2500,392
10000,1353,138.08,4.0,16.5,18.25,1.0,27.0,4.0,3,13,7,107,1904,371,5,78,3,1,6,4,0,4315,1800,2610,433
20000,1199,84.48,3.0,20.09,5.0,1.0,24.0,4.0,2,29,2,274,1958,353,5,78,3,1,6,4,1,3802,1677,2400,242
30000,1199,88.76,4.0,19.5,6.0,1.0,24.0,4.0,3,8,8,59,1508,476,5,78,3,4,6,4,1,3995,1695,2470,420
30000,1197,80.0,4.0,18.5,2.3,1.0,15.0,3.0,3,9,2,90,119,278,5,78,3,4,6,4,1,3940,1710,2525,267
40000,796,47.3,3.0,22.74,2.1,1.0,20.0,4.0,2,20,2,155,1806,251,5,78,3,4,6,4,1,3395,1490,2360,177
20000,1591,121.3,4.0,15.8,10.0,1.0,24.0,4.0,3,9,7,73,398,450,5,78,3,4,6,4,1,4270,1780,2590,400
40000,1197,81.8,4.0,21.21,5.5,1.0,24.0,4.0,3,20,8,180,1807,291,5,78,3,4,6,4,1,3995,1735,2450,378
40000,1197,81.8,4.0,21.21,5.5,1.0,24.0,4.0,3,20,8,180,1807,291,5,78,3,4,6,4,1,3995,1735,2450,378
70000,1198,86.7,4.0,18.0,3.0,1.0,20.0,3.0,3,8,8,59,1517,476,5,78,3,4,6,4,1,3990,1680,2405,400
20000,1498,119.35,4.0,17.8,12.0,1.0,28.0,4.0,3,8,8,63,1791,473,5,78,3,1,6,4,1,4574,1748,2600,506
120000,1197,78.9,4.0,20.36,1.6,1.0,15.0,4.0,3,9,2,89,1643,228,5,78,3,4,6,4,1,3585,1595,2380,267
150000,1198,73.9,3.0,16.47,1.8,1.0,16.0,3.0,2,31,2,300,1386,278,5,78,3,4,6,4,1,3970,1682,2456,267
38000,1197,78.9,4.0,20.36,2.25,1.0,16.0,4.0,3,9,2,89,1640,229,5,50,3,4,6,4,1,3585,1595,2380,267
20000,1199,118.35,3.0,17.33,6.74,1.0,27.0,4.0,2,29,7,265,1907,60,5,78,3,1,6,4,1,3993,1811,2498,350
30000,814,55.2,3.0,21.1,2.0,1.0,17.0,4.0,2,9,2,74,1352,344,5,78,3,4,6,4,1,3495,1550,2380,215
50000,998,67.04,3.0,20.51,2.9,1.0,20.0,4.0,2,20,2,184,1823,295,5,78,3,4,6,4,1,3599,1495,2400,180
60000,1298,85.8,4.0,17.5,2.5,1.0,15.0,4.0,3,20,8,180,1847,278,5,78,3,4,0,4,1,4160,1690,2390,464
30000,796,37.0,3.0,16.1,1.0,1.0,7.0,2.0,2,20,2,152,1670,264,5,78,2,3,6,4,1,3335,1440,2175,267
60000,1497,116.3,4.0,16.8,4.0,1.0,18.0,4.0,3,8,8,63,1754,365,5,78,3,4,6,4,1,4440,1695,2550,506
70000,1199,74.0,3.0,16.2,3.6,1.0,20.0,4.0,2,31,2,300,113,332,5,78,3,4,6,4,1,3971,1682,2469,280
30000,1086,62.0,4.0,21.0,1.5,1.0,14.0,4.0,3,9,2,82,1135,278,5,78,3,4,6,4,1,3565,1525,2380,218
10000,998,65.71,3.0,25.24,5.1,1.0,27.0,4.0,2,20,2,160,2051,296,5,78,3,1,6,4,1,3695,1655,2435,313
120000,796,47.3,3.0,22.74,1.8,1.0,19.0,4.0,2,20,2,155,1268,251,5,78,3,4,6,4,1,3395,1490,2360,177
50000,1796,186.0,4.0,11.74,5.5,1.0,16.0,2.0,3,21,8,197,891,193,5,78,3,4,8,4,0,4591,1770,2760,475
40000,1197,85.8,4.0,18.5,1.4,1.0,17.0,4.0,3,20,2,175,2069,289,5,78,3,4,6,4,1,3775,1680,2360,236
120000,1461,108.45,4.0,19.72,5.0,1.0,22.0,3.0,3,27,7,236,460,465,5,78,3,4,4,1,1,4315,1822,2673,410
10000,1493,113.43,4.0,18.0,19.0,1.0,27.0,4.0,3,13,7,107,1164,73,2,50,3,1,6,1,0,4315,1800,2610,433
57437,1591,121.3,4.0,15.29,7.62,3.0,21.0,3.0,3,9,7,73,420,450,2,119,3,4,6,4,1,4270,1780,2590,400
8000,1991,197.0,4.0,12.74,56.0,2.0,25.0,4.0,3,21,7,206,610,327,2,50,3,4,4,4,0,4658,1890,2873,550
28151,1197,88.5,4.0,22.38,5.23,2.0,23.0,3.0,3,20,2,179,1806,287,2,102,3,1,6,4,1,3845,1735,2450,268
60000,1591,121.3,4.0,15.29,7.65,1.0,22.0,4.0,3,9,7,73,419,450,2,119,3,4,6,4,1,4270,1780,2590,400
20000,1197,81.86,4.0,18.4,8.95,2.0,26.0,4.0,3,13,7,108,1189,361,2,119,3,1,6,4,1,3995,1790,2500,392
42682,1197,68.05,4.0,28.0,7.08,1.0,26.0,4.0,3,9,8,72,1496,44,2,119,3,1,6,0,1,3995,1680,2450,461
44653,1198,74.0,3.0,18.78,4.0,2.0,22.0,4.0,2,31,2,300,118,332,2,50,3,4,6,4,1,3971,1682,2469,280
7000,1197,67.72,4.0,21.0,7.25,2.0,27.0,4.0,3,9,2,78,1344,32,2,119,3,1,6,0,1,3815,1680,2450,267
67823,1197,81.8,4.0,21.01,6.63,1.0,24.0,4.0,3,20,2,157,829,59,2,119,3,1,6,4,1,3995,1745,2520,339
50000,1198,86.8,4.0,16.5,3.9,2.0,19.0,4.0,3,8,2,61,1792,475,2,102,3,4,6,4,0,3610,1680,2345,175
97055,1461,108.5,4.0,20.45,7.84,2.0,24.0,4.0,3,24,7,224,1947,72,2,50,3,4,6,1,1,4384,1813,2673,400
114000,2494,157.7,4.0,19.16,21.0,2.0,22.0,4.0,3,30,8,279,581,157,2,102,3,4,6,4,0,4850,1825,2775,436
24000,1493,98.63,4.0,17.0,13.5,3.0,27.0,4.0,3,13,7,108,281,92,2,8,3,1,6,1,1,3995,1790,2500,392
30000,1995,190.0,4.0,18.12,23.5,1.0,21.0,4.0,3,1,8,17,749,236,2,9,3,4,8,1,0,4907,2102,2968,520
6000,1197,181.03,0.0,21.0,46.0,2.0,28.0,4.0,0,22,2,219,1085,278,2,50,2,4,6,2,0,3996,1727,2425,211
7000,2694,163.6,4.0,8.0,22.5,2.0,27.0,4.0,3,30,4,290,597,150,2,119,5,4,8,4,1,4735,1830,2750,300
34000,1996,215.01,4.0,12.4,35.0,2.0,26.0,4.0,3,16,7,121,1602,235,2,8,5,4,1,1,0,4985,1926,2950,418
29000,1995,184.0,4.0,17.05,9.0,1.0,18.0,4.0,3,1,7,20,2134,502,2,119,3,4,8,1,0,4477,2058,2760,420
38000,1991,197.0,4.0,12.74,52.45,2.0,25.0,4.0,3,21,7,206,610,327,2,8,3,4,4,4,0,4658,1890,2873,550
150000,2179,138.1,4.0,14.0,3.5,1.0,18.0,4.0,3,29,7,270,1075,448,2,78,5,4,6,1,1,4655,1965,2650,418
83329,1396,88.7,4.0,23.7,8.39,2.0,24.0,4.0,3,9,7,85,1564,278,2,102,3,4,6,1,1,3995,1770,2500,350
43000,1061,64.0,4.0,18.2,1.2,1.0,13.0,4.0,3,20,2,188,63,31,2,62,3,4,0,4,1,3995,1695,2425,267
8000,1197,81.86,4.0,20.7,7.5,1.0,27.0,4.0,3,9,2,78,1640,35,2,119,3,1,6,4,1,3805,1680,2450,267
11404,999,113.98,3.0,17.2,12.84,2.0,26.0,4.0,2,28,7,246,35,16,2,98,3,1,6,4,0,4225,1760,2651,385
70000,1591,121.3,4.0,13.0,8.5,1.0,24.0,3.0,3,9,7,73,422,450,2,119,3,4,6,4,1,4270,1780,2590,400
23000,1497,88.77,4.0,23.64,8.7,2.0,28.0,4.0,3,29,2,253,1960,84,2,98,3,1,6,1,1,3990,1755,2501,345
19044,1197,81.8,4.0,20.89,6.34,2.0,27.0,4.0,3,20,2,172,2076,453,2,9,3,1,6,4,1,3700,1690,2435,260
23500,2998,321.84,6.0,12.5,75.0,2.0,22.0,4.0,5,1,8,19,766,415,2,9,3,4,8,4,0,5238,1902,3210,515
17367,1591,121.3,4.0,15.8,12.5,2.0,24.0,4.0,3,9,7,73,398,450,2,119,3,4,6,4,1,4270,1780,2590,400
3800,1493,113.43,4.0,20.8,13.25,1.0,25.0,4.0,3,13,7,107,1185,73,2,50,3,1,6,1,1,4315,1800,2610,433
45000,1998,248.0,4.0,15.34,32.15,2.0,22.0,4.0,3,1,8,15,1315,410,2,119,3,4,8,4,0,4824,1828,2920,520
43124,1197,82.0,4.0,18.9,4.21,2.0,19.0,3.0,3,9,2,77,803,320,2,98,3,4,6,4,0,3765,1660,2425,256
20000,2179,152.87,4.0,15.1,13.0,1.0,25.0,4.0,3,17,7,147,1883,499,2,78,5,4,6,1,1,4585,1890,2700,418
60000,1582,126.2,4.0,17.01,10.0,1.0,22.0,4.0,3,9,7,73,368,421,2,8,3,4,6,1,0,4270,1780,2590,400
36000,1197,81.8,4.0,21.01,6.0,1.0,23.0,4.0,3,20,2,157,2071,59,2,50,3,1,6,4,1,3995,1745,2520,339
44559,1197,82.0,4.0,18.9,4.95,1.0,20.0,4.0,3,9,2,77,803,320,2,102,3,4,6,4,0,3765,1660,2425,256
10000,1451,141.0,4.0,14.025,20.5,1.0,27.0,4.0,3,16,7,123,1611,101,2,78,4,4,6,4,1,4720,1835,2750,155
37587,1199,86.83,3.0,19.33,6.27,2.0,26.0,4.0,2,29,2,253,1928,47,2,50,3,1,6,4,1,3990,1755,2501,345
90000,1198,86.7,4.0,17.8,3.4,1.0,21.0,4.0,3,8,8,59,1589,476,2,119,3,4,6,4,1,3990,1680,2405,400
73786,1197,78.9,4.0,20.36,1.9,2.0,15.0,4.0,3,9,2,89,1337,344,2,50,3,4,6,4,1,3585,1595,2380,267
50000,1794,138.1,4.0,14.53,3.0,1.0,14.0,4.0,3,30,8,281,445,227,2,102,3,4,6,4,0,4620,1776,2700,475
22000,1197,81.8,4.0,21.21,5.75,1.0,23.0,4.0,3,20,2,179,1806,449,2,50,3,1,6,4,1,3840,1735,2450,268
38103,1197,81.8,4.0,19.56,7.43,2.0,24.0,4.0,3,20,2,157,837,59,2,9,3,1,6,4,0,3995,1745,2520,339
15000,1197,81.8,4.0,20.89,6.45,1.0,27.0,4.0,3,20,2,172,2076,453,2,119,3,1,6,4,1,3700,1690,2435,260
69000,2755,171.5,4.0,11.36,17.0,2.0,23.0,4.0,3,30,4,290,608,9,2,14,5,4,8,1,0,4735,1830,2750,211
48327,1197,82.0,4.0,18.9,3.59,2.0,18.0,3.0,3,9,2,77,850,320,2,77,3,4,6,4,1,3765,1660,2425,256
40000,1061,64.0,4.0,18.2,1.2,1.0,13.0,4.0,3,20,2,188,63,31,2,78,3,4,0,4,1,3995,1695,2425,267
38967,1353,138.08,4.0,16.5,11.21,1.0,25.0,4.0,3,13,7,107,1162,371,2,50,3,1,6,4,1,4315,1800,2610,433
50000,1493,113.43,4.0,20.8,13.75,2.0,25.0,4.0,3,13,7,107,1185,73,2,119,3,1,6,1,1,4315,1800,2610,433
33000,1197,81.8,4.0,21.01,5.25,2.0,21.0,4.0,3,20,2,157,829,59,2,50,3,1,6,4,1,3995,1745,2520,339
70000,1496,88.73,4.0,16.78,3.75,2.0,19.0,4.0,3,30,8,282,1123,344,2,119,3,4,6,4,1,4265,1695,2550,595
120000,998,67.1,3.0,18.9,0.9,1.0,11.0,2.0,2,20,2,184,1268,289,2,78,3,4,6,4,1,3595,1475,2400,267
72000,2999,175.0,4.0,13.8,16.99,2.0,23.0,4.0,3,10,7,95,729,284,2,119,5,4,1,1,0,4825,1860,2845,418
58511,1591,121.3,4.0,15.29,8.95,2.0,22.0,4.0,3,9,7,73,419,450,2,102,3,4,6,4,1,4270,1780,2590,400
60000,1248,74.0,4.0,23.4,4.1,1.0,19.0,4.0,3,20,8,180,1764,220,2,50,3,4,6,1,1,3995,1695,2430,320
40000,2179,140.0,4.0,16.36,12.5,1.0,24.0,2.0,3,17,7,138,1528,498,2,119,5,4,8,1,1,4456,1820,2680,460
43500,1197,81.8,4.0,22.0,5.25,2.0,24.0,4.0,3,20,2,179,1276,449,2,9,3,4,6,4,1,3840,1735,2450,268
68192,1298,85.8,4.0,17.5,6.25,2.0,24.0,4.0,3,20,8,180,1847,278,2,50,3,4,0,4,1,4160,1690,2390,464
100000,1997,140.0,4.0,16.0,8.5,1.0,22.0,2.0,3,17,7,147,1875,498,2,78,5,4,6,1,1,4585,1890,2700,720
74872,1498,98.6,4.0,27.3,3.4,2.0,20.0,4.0,3,8,2,66,354,471,2,0,3,4,6,1,1,3955,1694,2530,354
47000,2393,148.0,4.0,12.0,17.5,2.0,24.0,4.0,3,30,4,290,545,146,2,50,5,4,8,1,1,4735,1830,2750,300
9000,1462,101.65,4.0,19.89,12.95,1.0,27.0,4.0,3,20,7,159,2085,308,2,14,3,1,6,4,1,3995,1790,2500,328
31000,999,75.0,3.0,18.78,6.99,2.0,24.0,4.0,2,31,2,300,14,332,2,119,3,4,6,4,1,3971,1682,2469,280
33709,1199,84.0,3.0,23.84,3.99,2.0,23.0,3.0,2,29,2,273,123,355,2,78,3,4,6,4,1,3746,1647,2400,242
123617,1197,81.8,4.0,20.89,3.87,2.0,23.0,4.0,3,20,2,172,70,51,2,102,3,1,6,4,1,3700,1690,2435,260
31000,1968,174.33,4.0,17.68,14.75,2.0,20.0,4.0,3,0,8,4,695,381,2,119,3,4,6,1,0,4915,2086,2912,530
45000,1086,58.0,4.0,30.48,4.85,1.0,24.0,4.0,3,9,2,81,1651,278,2,50,3,4,6,0,1,3610,1645,2400,235
82000,998,67.04,3.0,33.54,2.95,1.0,19.0,4.0,2,20,2,184,909,295,2,119,3,4,6,0,1,3655,1620,2435,341
36400,998,67.04,3.0,23.1,4.25,2.0,20.0,4.0,2,20,2,160,1818,293,2,98,3,4,6,4,0,3715,1635,2425,235
75000,2925,281.61,6.0,13.5,71.25,2.0,22.0,3.0,5,21,8,211,1490,325,2,9,3,4,8,1,0,5255,1695,3165,461
69000,1198,86.8,4.0,19.4,2.5,1.0,18.0,4.0,3,8,2,61,1504,475,2,50,3,4,6,4,1,3610,1680,2345,175
110000,1248,91.7,4.0,20.4,3.5,1.0,20.0,4.0,3,5,8,43,1093,189,2,102,3,4,6,1,1,4596,1730,2603,500
62500,1461,108.5,4.0,19.61,6.45,2.0,21.0,4.0,3,24,7,229,1948,310,2,50,3,4,6,1,0,4331,2000,2673,475
20000,799,53.26,3.0,22.25,4.6,1.0,26.0,4.0,2,27,2,238,1449,6,2,119,3,1,6,4,1,3731,1579,2425,279
70307,1497,117.3,4.0,17.4,4.58,3.0,19.0,3.0,3,8,8,63,2099,469,2,78,3,4,6,4,1,4440,1695,2600,510
50000,1968,174.3,4.0,14.16,18.0,1.0,20.0,4.0,3,0,7,9,503,387,2,119,3,4,4,1,0,4629,2089,2807,540
30000,1197,81.8,4.0,20.89,5.8,1.0,25.0,4.0,3,20,2,172,176,51,2,119,3,1,6,4,1,3700,1690,2435,260
65000,2993,258.0,6.0,15.97,42.0,2.0,22.0,4.0,5,1,7,23,2145,236,2,119,3,4,1,1,0,4886,1938,2933,650
4108,1197,81.8,4.0,20.89,5.17,1.0,27.0,3.0,3,20,2,172,1617,453,2,102,3,1,6,4,1,3700,1690,2435,260
40000,1197,81.86,4.0,18.6,7.5,2.0,25.0,4.0,3,9,2,90,1662,320,2,119,3,4,6,4,1,3985,1734,2570,285
91926,1197,78.9,4.0,20.36,2.13,2.0,17.0,4.0,3,9,2,89,1333,319,2,78,3,4,6,4,1,3585,1595,2380,267
40000,2143,201.1,4.0,13.0,14.5,1.0,19.0,4.0,3,21,8,200,1068,276,2,102,3,4,8,1,0,4879,2071,2874,540
40000,1462,91.19,4.0,26.08,11.0,1.0,26.0,4.0,3,20,4,165,913,302,2,78,5,4,6,0,1,4395,1735,2740,211
60000,1197,83.1,4.0,21.4,6.11,1.0,24.0,4.0,3,20,2,157,85,455,2,78,3,4,6,4,1,3995,1745,2520,339
23200,1197,81.8,4.0,21.01,7.45,1.0,26.0,4.0,3,30,2,287,1123,344,2,102,3,1,6,4,1,3995,1745,2520,339
36000,1493,113.43,4.0,18.0,18.51,2.0,26.0,4.0,3,13,7,107,1164,73,2,8,3,1,6,1,0,4315,1800,2610,433
50000,1197,82.0,4.0,18.9,4.15,2.0,20.0,4.0,3,9,2,77,1640,320,2,50,3,4,6,4,1,3765,1660,2425,256
39000,1956,170.0,4.0,17.1,10.75,2.0,22.0,4.0,3,12,7,101,473,124,2,102,3,4,2,1,1,4395,1818,2636,408
55000,1197,83.1,4.0,21.4,5.5,2.0,21.0,4.0,3,20,2,157,83,455,2,102,3,4,6,4,0,3995,1745,2520,339
55000,1199,86.83,3.0,19.33,5.4,2.0,25.0,4.0,2,29,2,253,1907,47,2,119,3,1,6,4,1,3990,1755,2501,345
24777,999,71.01,3.0,20.0,5.4,1.0,24.0,4.0,2,27,4,243,1457,278,2,121,5,1,6,4,1,3991,1739,2425,84
50000,1248,88.5,4.0,24.3,5.75,1.0,21.0,4.0,3,20,7,183,2022,218,2,78,3,4,6,1,1,3995,1790,2500,328
15000,1998,268.0,4.0,12.1,62.0,2.0,26.0,4.0,3,12,7,104,1482,129,2,8,3,4,1,4,0,4882,1894,3008,418
50854,1197,88.5,4.0,22.41,2.86,2.0,17.0,3.0,3,20,8,180,1806,278,2,78,3,1,6,4,1,3995,1735,2450,378
134000,1968,174.33,4.0,17.68,8.9,1.0,19.0,4.0,3,0,8,4,689,382,2,119,3,4,6,1,0,4915,2086,2912,530
33000,1996,215.01,4.0,12.4,34.49,2.0,26.0,4.0,3,16,7,121,1602,235,2,8,5,4,1,1,0,4985,1926,2950,418
34000,1999,149.92,4.0,14.62,12.8,2.0,24.0,4.0,3,9,8,75,493,340,2,9,3,4,6,4,0,4570,1800,2700,420
52515,1197,88.5,4.0,22.41,3.56,2.0,19.0,4.0,3,20,8,180,1806,278,2,102,3,1,6,4,1,3995,1735,2450,378
45000,2694,163.6,4.0,8.0,19.5,2.0,25.0,4.0,3,30,4,290,594,151,2,119,5,4,8,4,1,4735,1830,2750,300
59000,1968,187.74,4.0,18.53,20.9,1.0,20.0,4.0,3,0,8,4,688,267,2,119,3,4,6,1,0,4933,1874,2912,530
29582,1368,90.0,4.0,16.0,1.15,0.0,14.0,3.0,3,5,8,43,1092,257,2,98,3,4,6,4,1,4560,1730,2603,461
10000,1997,200.0,4.0,17.0,15.0,1.0,28.0,4.0,3,17,7,140,2012,500,2,119,5,1,0,4,1,4662,1917,2750,418
41000,1798,138.03,4.0,14.28,11.9,1.0,22.0,4.0,3,30,8,281,429,163,2,119,3,4,6,4,0,4620,1775,2700,470
57806,799,53.3,3.0,25.17,2.95,2.0,22.0,3.0,2,27,2,238,1463,344,2,102,3,4,6,4,1,3679,1579,2422,300
20000,1497,117.6,4.0,18.0,10.0,1.0,24.0,4.0,3,8,8,63,2109,469,2,47,3,4,6,4,0,4440,1695,2600,510
66227,799,53.64,3.0,22.7,2.13,3.0,23.0,4.0,2,4,2,39,774,7,2,102,3,4,0,4,1,3429,1560,2348,222
100000,1086,68.05,4.0,19.81,1.35,1.0,15.0,2.0,3,9,2,89,1097,265,2,78,3,4,6,4,1,3585,1595,2380,225
43220,1199,83.83,3.0,23.84,5.95,2.0,24.0,3.0,2,29,2,273,134,355,2,50,3,4,6,4,0,3746,1647,2400,242
100000,1197,82.0,4.0,18.0,3.0,1.0,20.0,4.0,3,9,8,87,99,320,2,78,3,4,6,4,1,3995,1660,2425,407
13500,999,67.0,3.0,23.01,4.25,2.0,23.0,3.0,2,27,2,238,21,344,2,98,3,4,6,4,1,3679,1579,2422,300
60000,1199,84.0,3.0,23.84,3.3,1.0,21.0,3.0,2,29,8,275,122,355,2,78,3,4,6,4,1,3992,1677,2450,419
43929,1197,83.1,4.0,21.4,4.78,1.0,21.0,4.0,3,20,2,157,85,455,2,119,3,4,6,4,1,3995,1745,2520,339
