km,Engine Displacement,Max Power,No of Cylinder,Mileage,price (lakh),Insurance_Encoded,modelyear_Encoded,owner_Encoded,cylinder_Encoded,oem_Encoded,bt_Encoded,model_Encoded,variantName_Encoded,engine_Encoded,city_Encoded,color_Encoded,seats_Encoded,streeingtype_Encoded,drivetype_Encoded,ft_Encoded,transmission_Encoded,Length,Width,Wheel Base,Cargo Volumn
70000,1197,85.8,4.0,18.6,3.35,1.0,18.0,4.0,3,20,2,179,1806,289,4,78,3,4,6,4,1,3850,1695,2430,232
30000,1493,100.0,3.0,17.29,11.0,1.0,28.0,4.0,2,17,7,128,1364,490,4,78,5,4,10,1,1,3995,1795,2680,384
50000,1499,110.0,4.0,16.5,4.0,1.0,19.0,2.0,3,6,7,50,339,396,4,78,3,4,6,4,0,3999,1765,2520,346
30000,1197,80.0,4.0,17.0,3.0,1.0,16.0,4.0,3,9,2,90,121,278,4,78,3,4,6,4,1,3940,1710,2525,295
20000,1086,62.1,3.0,17.92,1.8,1.0,16.0,4.0,2,9,2,82,1140,345,4,78,3,4,6,4,1,3565,1525,2380,267
20000,1497,115.0,4.0,20.0,11.0,1.0,27.0,4.0,3,17,7,146,1880,98,4,78,3,4,6,1,1,3995,1821,2600,259
50000,1451,141.0,4.0,15.81,9.0,1.0,24.0,4.0,3,16,7,122,1216,278,4,78,3,4,6,4,1,4655,1835,2750,587
90000,1197,80.0,4.0,17.0,2.3,1.0,17.0,4.0,3,9,2,90,149,278,4,78,3,4,6,4,1,3940,1710,2525,295
60000,1399,68.0,4.0,20.0,1.5,1.0,16.0,2.0,3,6,2,54,1036,236,4,78,3,4,6,1,1,3795,1680,2489,284
100000,998,67.04,3.0,23.1,4.0,1.0,23.0,4.0,2,20,2,160,2056,293,4,78,3,4,6,4,0,3695,1600,2425,235
10000,1199,108.62,3.0,19.3,7.0,1.0,27.0,4.0,2,3,2,35,1433,55,4,78,3,1,6,4,1,3981,1733,2540,315
60000,1498,98.96,4.0,23.0,6.0,1.0,22.0,4.0,3,6,7,50,273,380,4,78,3,4,6,1,1,3998,1765,2519,352
40000,1462,103.26,4.0,17.03,7.45,1.0,26.0,4.0,3,20,7,183,1268,304,4,78,3,1,6,4,1,3995,1790,2500,328
120000,1399,68.05,4.0,20.0,1.5,1.0,18.0,3.0,3,6,2,54,1036,245,4,78,3,4,6,1,1,3795,1680,2489,284
120000,1399,68.05,4.0,20.0,1.5,1.0,18.0,3.0,3,6,2,54,1036,245,4,78,3,4,6,1,1,3795,1680,2489,284
70000,1493,113.43,4.0,20.8,11.66,1.0,25.0,4.0,3,13,7,107,1190,73,4,78,3,1,6,1,1,4315,1800,2610,433
10000,998,67.05,3.0,21.79,5.0,1.0,26.0,4.0,2,20,2,184,1806,295,4,78,3,4,6,4,1,3655,1620,2435,341
50000,998,67.1,3.0,23.95,3.5,1.0,23.0,3.0,2,20,2,156,1813,289,4,78,3,4,6,4,0,3545,1490,2360,177
50000,1497,108.5,4.0,21.5,6.0,1.0,23.0,3.0,3,29,7,265,297,352,4,78,3,4,6,1,1,3994,1811,2498,350
50000,1198,67.0,3.0,20.63,2.25,1.0,21.0,4.0,2,4,2,37,1680,344,4,78,3,4,6,4,1,3785,1635,2450,265
30000,1493,74.96,3.0,16.0,10.0,1.0,26.0,4.0,2,17,7,126,881,488,4,78,5,4,8,1,1,3995,1745,2680,418
150000,1248,73.9,4.0,19.3,1.9,1.0,15.0,3.0,3,20,8,180,1235,278,4,78,3,4,0,1,1,4160,1690,2390,464
30000,2981,443.87,6.0,9.0,150.0,1.0,25.0,3.0,5,26,1,231,936,278,4,78,2,4,8,4,0,4519,1852,2450,132
70000,1493,100.0,3.0,17.29,9.5,1.0,26.0,4.0,2,17,7,128,1367,490,4,78,5,4,10,1,1,3995,1795,2680,384
90000,998,67.1,3.0,19.0,1.5,1.0,15.0,4.0,2,20,2,188,1826,289,4,78,3,4,6,4,1,3600,1495,2360,267
50000,796,46.3,3.0,19.7,1.85,1.0,15.0,4.0,2,20,2,154,1290,278,4,78,3,4,6,4,1,3495,1475,2360,267
80000,796,37.0,3.0,16.1,0.5,1.0,3.0,1.0,2,20,2,152,1670,264,4,78,2,3,6,4,1,3335,1440,2175,267
120000,936,56.3,3.0,25.44,1.5,1.0,19.0,3.0,2,2,2,27,1026,359,4,78,3,4,6,1,1,3640,1595,2375,170
20000,1199,88.76,4.0,18.6,8.0,1.0,26.0,4.0,3,8,8,59,1507,476,4,78,3,1,6,4,1,3995,1695,2470,420
60000,2498,105.0,4.0,16.55,4.5,1.0,22.0,1.0,3,17,7,144,915,337,4,78,4,4,1,1,1,3920,1726,2430,384
60000,1498,98.6,4.0,25.8,4.3,1.0,21.0,3.0,3,8,8,59,1588,471,4,78,3,4,6,1,1,3990,1680,2405,400
70000,1298,85.8,4.0,17.5,2.25,1.0,16.0,3.0,3,20,8,180,1847,278,4,78,3,4,0,4,1,4160,1690,2390,464
150000,796,46.3,3.0,19.7,0.7,1.0,13.0,2.0,2,20,2,154,1250,278,4,78,3,3,0,4,1,3495,1475,2360,267
30000,1197,78.9,4.0,20.36,1.75,1.0,15.0,3.0,3,9,2,89,851,228,4,78,3,4,6,4,1,3565,1595,2380,267
60000,1495,94.0,4.0,13.2,1.0,1.0,13.0,4.0,3,9,8,70,1139,278,4,78,3,4,6,4,1,4250,1670,2440,380
120000,1248,88.5,4.0,24.52,6.0,1.0,22.0,3.0,3,20,4,165,1532,207,4,78,5,4,6,1,1,4296,1695,2740,135
100000,1298,85.8,4.0,17.5,2.0,1.0,16.0,4.0,3,20,8,180,1847,278,4,78,3,4,0,4,1,4160,1690,2390,464
50000,2179,136.78,4.0,15.4,16.0,1.0,25.0,4.0,3,17,7,138,1521,498,4,78,5,4,6,1,1,4456,1820,2680,418
70000,1086,63.0,4.0,17.8,1.0,1.0,12.0,4.0,3,9,2,82,1906,278,4,78,3,4,6,4,1,3565,1525,2380,218
10000,1197,108.62,3.0,16.82,12.0,1.0,27.0,4.0,2,17,7,146,1898,53,4,78,3,4,6,4,1,3995,1821,2600,418
50000,1197,108.62,3.0,16.82,10.7,1.0,25.0,4.0,2,17,7,146,1898,53,4,78,3,4,6,4,1,3995,1821,2600,418
80000,814,55.2,3.0,21.1,2.48,1.0,20.0,4.0,2,9,2,74,1103,344,4,78,3,4,6,4,1,3495,1550,2380,215
40000,796,47.33,3.0,22.05,4.0,1.0,25.0,4.0,2,20,2,155,1827,251,4,78,3,4,6,4,1,3445,1515,2360,267
70000,796,46.3,3.0,19.7,1.25,1.0,12.0,3.0,2,20,2,154,1671,278,4,78,3,3,0,4,1,3495,1475,2360,267
150000,1498,98.6,4.0,27.3,4.0,1.0,21.0,4.0,3,8,2,66,356,471,4,78,3,4,6,1,1,3955,1694,2530,354
40000,1498,78.9,4.0,21.0,9.0,1.0,26.0,4.0,3,8,8,59,1631,471,4,78,3,1,6,1,0,3995,1695,2470,420
30000,796,47.33,3.0,22.05,3.1,1.0,25.0,4.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3445,1515,2360,267
80000,1197,85.8,4.0,19.1,3.5,1.0,19.0,4.0,3,20,8,180,1268,291,4,78,3,4,6,4,1,3995,1695,2430,320
80000,1956,170.0,4.0,17.1,13.0,1.0,22.0,4.0,3,12,7,101,473,124,4,78,3,4,2,1,1,4395,1818,2636,408
20000,1199,88.5,4.0,16.5,8.5,1.0,26.0,4.0,3,8,7,69,1791,473,4,78,3,1,6,4,1,3999,1734,2555,363
70000,995,62.0,4.0,18.0,0.9,1.0,14.0,3.0,3,2,2,33,7,278,4,78,3,4,6,4,1,3495,1495,2345,170
120000,2179,140.0,4.0,15.1,5.0,1.0,17.0,4.0,3,17,7,147,1887,498,4,78,5,4,6,1,1,4585,1890,2700,418
20000,1199,88.5,4.0,16.5,9.5,1.0,27.0,4.0,3,8,7,69,1791,473,4,78,3,1,6,4,1,3999,1734,2555,363
150000,1956,170.0,4.0,17.1,12.14,1.0,23.0,4.0,3,12,7,101,473,124,4,78,3,4,2,1,1,4395,1818,2636,408
20000,1197,81.86,4.0,20.5,6.7,1.0,26.0,4.0,3,9,8,72,1486,45,4,78,3,1,6,4,1,3995,1680,2450,461
80000,796,37.0,3.0,16.1,0.5,1.0,9.0,3.0,2,20,2,152,781,264,4,78,2,3,6,4,1,3335,1440,2175,267
90000,1248,88.5,4.0,24.3,8.5,1.0,22.0,4.0,3,20,7,183,1767,218,4,78,3,4,6,1,1,3995,1790,2500,328
30000,799,53.3,3.0,25.17,3.0,1.0,22.0,4.0,2,27,2,238,1449,344,4,78,3,4,6,4,1,3679,1579,2422,300
30000,796,47.33,3.0,22.05,3.3,1.0,25.0,4.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3445,1515,2360,267
40000,1248,88.5,4.0,24.3,7.5,1.0,23.0,2.0,3,20,7,183,1767,218,4,78,3,4,6,1,1,3995,1790,2500,328
120000,1495,94.0,4.0,13.2,0.7,1.0,10.0,1.0,3,9,8,70,1139,278,4,78,3,4,6,4,1,4250,1670,2440,380
120000,998,67.1,3.0,18.9,0.8,1.0,11.0,1.0,2,20,2,184,1806,289,4,78,3,4,6,4,1,3595,1475,2400,267
60000,1061,67.0,3.0,18.9,1.25,1.0,14.0,3.0,2,20,2,184,1280,252,4,78,3,4,6,4,1,3595,1475,2400,267
150000,1248,73.9,4.0,19.3,2.5,1.0,14.0,3.0,3,20,8,180,2022,278,4,78,3,4,0,1,1,4160,1690,2390,440
60000,796,47.3,3.0,24.7,3.7,1.0,24.0,4.0,2,20,2,155,1826,251,4,78,3,3,6,4,1,3445,1490,2360,177
150000,1461,108.45,4.0,19.01,3.25,1.0,18.0,4.0,3,27,7,236,455,463,4,78,3,4,6,1,1,4315,1822,2673,475
80000,796,37.0,3.0,16.1,0.45,1.0,11.0,3.0,2,20,2,152,1670,264,4,78,2,3,6,4,1,3335,1440,2175,267
100000,2179,138.1,4.0,13.93,1.7,1.0,14.0,3.0,3,29,7,264,1014,108,4,78,5,4,6,1,1,4650,1918,2650,418
50000,1493,70.0,4.0,16.5,8.0,1.0,24.0,4.0,3,17,7,130,2030,489,4,78,5,4,8,1,1,3995,1745,2680,690
50000,936,57.6,3.0,25.44,1.22,1.0,17.0,2.0,2,2,2,27,1026,368,4,78,3,4,6,1,1,3640,1595,2375,170
60000,1197,78.9,4.0,20.36,1.5,1.0,13.0,3.0,3,9,2,89,1333,319,4,78,3,4,6,4,1,3585,1595,2380,267
30000,796,47.33,3.0,22.05,3.25,1.0,25.0,4.0,2,20,2,155,1827,251,4,78,3,4,6,4,1,3445,1515,2360,267
80000,796,37.0,3.0,16.1,0.5,1.0,8.0,1.0,2,20,2,152,1672,264,4,78,2,3,6,4,1,3335,1440,2175,267
10000,998,118.35,3.0,18.0,11.0,1.0,27.0,3.0,2,9,7,85,1570,314,4,78,3,1,6,4,1,3995,1770,2500,350
150000,1495,93.7,4.0,13.2,1.0,1.0,14.0,3.0,3,9,8,70,1113,192,4,78,3,4,6,3,1,4250,1670,2440,380
40000,4395,450.0,8.0,7.94,7.0,1.0,11.0,1.0,7,1,1,18,761,345,4,78,2,4,6,4,0,4894,1894,2855,450
150000,1061,67.0,3.0,18.9,1.25,1.0,14.0,3.0,2,20,2,184,1280,252,4,78,3,4,6,4,1,3595,1475,2400,267
60000,1198,108.5,3.0,17.0,8.0,1.0,24.0,4.0,2,29,7,265,131,354,4,78,3,4,6,4,1,3994,1811,2498,350
30000,999,71.01,3.0,20.0,7.8,1.0,26.0,4.0,2,27,4,243,1460,278,4,78,5,1,6,4,1,3991,1739,2425,84
120000,1497,118.0,4.0,17.0,2.25,1.0,14.0,3.0,3,8,8,63,304,278,4,78,3,4,6,4,1,4420,1695,2550,506
50000,1199,118.35,3.0,17.05,9.5,1.0,26.0,4.0,2,29,7,265,1929,60,4,78,3,1,6,4,0,3993,1811,2498,350
150000,1248,74.0,4.0,25.2,3.8,1.0,19.0,3.0,3,20,2,179,1232,220,4,78,3,4,6,1,1,3840,1735,2450,204
150000,998,67.1,3.0,18.2,0.9,1.0,12.0,3.0,2,20,2,188,1275,289,4,78,3,4,6,4,1,3995,1695,2425,267
10000,796,47.33,3.0,22.05,4.25,1.0,27.0,4.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3445,1515,2360,267
30000,1497,113.43,4.0,16.8,14.5,1.0,26.0,4.0,3,13,7,107,1202,362,4,78,3,1,6,4,1,4315,1800,2610,433
60000,1197,83.1,4.0,21.4,5.9,1.0,23.0,3.0,3,20,2,157,175,455,4,78,3,4,6,4,1,3995,1745,2520,339
60000,1197,83.1,4.0,21.4,5.9,1.0,23.0,3.0,3,20,2,157,175,455,4,78,3,4,6,4,1,3995,1745,2520,339
50000,796,47.3,3.0,24.7,2.8,1.0,23.0,4.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3430,1490,2360,177
120000,998,67.04,3.0,23.1,2.5,1.0,19.0,3.0,2,20,2,160,1806,293,4,78,3,4,6,4,1,3715,1635,2425,235
70000,2179,140.0,4.0,15.1,5.0,1.0,18.0,4.0,3,17,7,147,1876,498,4,78,5,4,6,1,1,4585,1890,2700,418
150000,1248,88.5,4.0,25.1,5.0,1.0,22.0,4.0,3,20,7,178,838,218,4,78,3,4,6,1,1,4300,1785,2600,353
50000,624,37.5,2.0,25.4,1.42,1.0,21.0,4.0,1,29,2,263,1736,345,4,78,2,4,8,4,1,3099,1495,2230,80
70000,1198,82.0,3.0,18.15,3.0,1.0,21.0,4.0,2,17,7,133,2126,487,4,78,4,4,6,4,1,3675,1715,2385,243
40000,1197,88.5,4.0,22.38,6.5,1.0,26.0,4.0,3,20,2,179,2051,287,4,78,3,1,6,4,1,3845,1735,2450,268
120000,1298,88.2,4.0,16.1,1.5,1.0,11.0,2.0,3,20,2,179,193,278,4,78,3,4,6,4,1,3760,1690,2390,232
60000,1199,84.0,3.0,20.3,5.0,1.0,24.0,3.0,2,29,8,275,129,355,4,78,3,4,6,4,1,3992,1677,2450,419
150000,998,66.1,3.0,16.98,1.5,1.0,15.0,1.0,2,20,2,153,807,289,4,78,3,4,6,4,0,3500,1600,2360,267
90000,1396,70.0,4.0,23.57,1.61,1.0,16.0,3.0,3,29,8,260,914,200,4,78,3,4,6,1,1,4377,1620,2650,450
10000,1199,88.5,4.0,16.5,10.0,1.0,28.0,3.0,3,8,7,69,1791,473,4,78,3,1,6,4,1,3999,1734,2555,363
50000,1199,84.82,3.0,20.09,5.2,1.0,25.0,4.0,2,29,2,273,1956,38,4,78,3,1,6,4,1,3765,1677,2400,267
90000,1493,100.0,3.0,18.49,7.25,1.0,21.0,3.0,2,17,7,142,2131,492,4,78,5,4,8,1,1,3995,1835,2680,384
30000,999,71.01,3.0,20.0,7.5,1.0,26.0,4.0,2,27,4,243,1471,278,4,78,5,1,6,4,1,3991,1739,2425,84
40000,998,67.1,3.0,20.92,2.5,1.0,18.0,4.0,2,20,2,156,621,289,4,78,3,4,6,4,1,3620,1475,2360,267
150000,1461,108.45,4.0,19.01,3.5,1.0,18.0,4.0,3,27,7,236,458,463,4,78,3,4,6,1,1,4315,1822,2673,475
120000,1086,68.05,4.0,19.2,4.0,1.0,22.0,4.0,3,9,2,89,1642,265,4,78,3,4,6,3,1,3585,1595,2380,225
100000,796,46.3,3.0,19.7,1.5,1.0,17.0,2.0,2,20,2,154,1290,278,4,78,3,4,6,4,1,3495,1475,2360,267
90000,1248,74.0,4.0,26.59,4.6,1.0,21.0,4.0,3,20,8,180,1764,220,4,78,3,4,6,1,1,3995,1695,2430,320
70000,796,37.0,3.0,16.1,0.4,1.0,9.0,1.0,2,20,2,152,1672,264,4,78,2,3,6,4,1,3335,1440,2175,267
150000,1248,74.0,4.0,22.1,4.25,1.0,22.0,4.0,3,2,8,32,185,359,4,78,3,4,6,1,1,4249,1690,2465,370
120000,998,67.1,3.0,18.9,1.0,1.0,10.0,3.0,2,20,2,184,1250,289,4,78,3,4,6,4,1,3595,1475,2400,267
60000,998,100.5,3.0,21.1,6.5,1.0,24.0,4.0,2,20,2,158,16,195,4,78,3,4,6,4,1,3995,1745,2520,267
100000,1248,88.5,4.0,24.52,7.5,1.0,22.0,3.0,3,20,4,165,1532,207,4,78,5,4,6,1,1,4296,1695,2740,135
10000,796,47.33,3.0,22.05,4.56,1.0,27.0,4.0,2,20,2,155,1827,251,4,78,3,4,6,4,1,3445,1515,2360,267
120000,1461,108.45,4.0,19.01,3.5,1.0,18.0,4.0,3,27,7,236,455,463,4,78,3,4,6,1,1,4315,1822,2673,475
150000,1248,74.0,4.0,26.59,3.75,1.0,20.0,4.0,3,20,8,180,1764,220,4,78,3,4,6,1,1,3995,1695,2430,320
120000,2523,63.0,4.0,15.96,3.05,1.0,10.0,3.0,3,17,7,126,993,222,4,78,7,3,0,1,1,4170,1660,2794,690
150000,1582,126.32,4.0,22.32,4.0,1.0,17.0,3.0,3,9,8,86,402,236,4,78,3,4,6,1,1,4370,1700,2570,465
150000,1498,98.6,4.0,25.8,4.0,1.0,21.0,4.0,3,8,8,59,1060,471,4,78,3,4,6,1,1,3990,1680,2405,400
120000,814,55.2,3.0,21.1,2.3,1.0,22.0,3.0,2,9,2,74,1103,344,4,78,3,4,6,4,1,3495,1550,2380,215
20000,1199,86.83,3.0,19.33,7.25,1.0,26.0,3.0,2,29,2,253,1967,47,4,78,3,1,6,4,1,3990,1755,2501,345
100000,2494,102.0,4.0,12.8,4.25,1.0,14.0,3.0,3,30,4,289,583,278,4,78,5,4,6,1,1,4580,1770,2750,211
30000,1598,103.6,4.0,15.04,4.5,1.0,19.0,4.0,3,31,8,305,1390,269,4,78,3,4,6,4,1,4384,1699,2552,480
120000,1461,63.1,4.0,23.08,3.0,1.0,21.0,3.0,3,24,2,226,1039,276,4,78,3,4,6,1,1,3825,1665,2450,251
90000,1199,79.4,4.0,18.6,1.6,1.0,16.0,2.0,3,2,2,27,1247,368,4,78,3,4,6,4,1,3640,1595,2375,170
10000,1197,88.5,4.0,22.38,6.4,1.0,28.0,4.0,3,20,2,179,2051,287,4,78,3,1,6,4,1,3845,1735,2450,268
30000,1197,81.86,4.0,20.5,6.75,1.0,26.0,4.0,3,9,8,72,1486,45,4,78,3,1,6,4,1,3995,1680,2450,461
150000,1461,83.8,4.0,20.45,3.0,1.0,17.0,4.0,3,27,7,236,770,463,4,78,3,4,6,1,1,4315,1822,2673,475
40000,796,47.3,3.0,22.74,2.5,1.0,20.0,3.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3395,1490,2360,177
120000,1248,74.0,4.0,22.95,4.5,1.0,22.0,2.0,3,29,8,278,1435,348,4,78,3,4,6,1,1,3995,1706,2470,390
60000,814,55.2,3.0,21.1,2.6,1.0,22.0,4.0,2,9,2,74,1103,344,4,78,3,4,6,4,1,3495,1550,2380,215
10000,1197,81.8,4.0,21.0,8.5,1.0,28.0,4.0,3,9,2,90,1649,46,4,78,3,1,6,4,1,3995,1775,2580,311
150000,1498,89.84,4.0,22.7,4.5,1.0,19.0,4.0,3,6,7,50,260,380,4,78,3,4,6,1,1,3999,1765,2520,346
70000,1998,163.7,4.0,17.3,3.8,1.0,18.0,3.0,3,2,8,29,1248,442,4,78,3,4,6,1,1,4597,1788,2685,461
80000,1498,98.6,4.0,26.0,4.5,1.0,20.0,4.0,3,8,8,63,2087,468,4,78,3,4,6,1,1,4440,1695,2600,510
60000,799,53.3,3.0,25.17,3.0,1.0,22.0,4.0,2,27,2,238,1457,344,4,78,3,4,6,4,1,3679,1579,2422,300
120000,1248,81.8,4.0,18.0,2.25,1.0,16.0,4.0,3,29,2,258,848,278,4,78,3,4,6,1,1,3995,1695,2425,267
70000,796,46.3,3.0,19.7,1.5,1.0,14.0,2.0,2,20,2,154,1290,278,4,78,3,4,6,4,1,3495,1475,2360,267
90000,1197,78.9,4.0,20.36,2.0,1.0,17.0,3.0,3,9,2,89,1333,319,4,78,3,4,6,4,1,3585,1595,2380,267
120000,993,60.0,4.0,17.3,0.4,1.0,6.0,4.0,3,20,2,187,1291,278,4,78,3,4,6,4,1,3535,1495,2335,267
40000,998,67.04,3.0,20.51,4.0,1.0,22.0,4.0,2,20,2,184,1823,295,4,78,3,4,6,4,1,3599,1495,2400,180
70000,998,67.0,3.0,20.51,3.5,1.0,20.0,4.0,2,20,2,184,790,295,4,78,3,4,6,4,0,3599,1495,2400,180
60000,814,55.2,3.0,21.1,2.5,1.0,20.0,4.0,2,9,2,74,1103,344,4,78,3,4,6,4,1,3495,1550,2380,215
80000,1496,88.73,4.0,17.6,3.5,1.0,16.0,4.0,3,30,8,282,1123,344,4,78,3,4,6,4,1,3995,1695,2425,461
50000,998,67.1,3.0,18.9,3.0,1.0,17.0,4.0,2,20,2,184,1273,289,4,78,3,4,6,4,1,3595,1475,2400,267
120000,1399,68.0,4.0,20.0,2.0,1.0,16.0,1.0,3,6,2,54,1036,236,4,78,3,4,6,1,1,3795,1680,2489,284
150000,1248,73.9,4.0,21.1,3.0,1.0,14.0,2.0,3,20,2,175,1235,234,4,78,3,4,6,1,1,3715,1680,2360,232
120000,1248,73.94,4.0,23.2,3.0,1.0,18.0,3.0,3,20,2,175,1767,220,4,78,3,4,6,1,1,3775,1680,2360,236
40000,796,47.3,3.0,22.74,2.5,1.0,20.0,3.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3395,1490,2360,177
40000,799,53.64,3.0,20.71,3.0,1.0,25.0,3.0,2,4,2,39,774,7,4,78,3,4,6,4,1,3435,1574,2348,222
40000,998,118.35,3.0,18.27,10.0,1.0,26.0,4.0,2,9,7,85,1585,278,4,78,3,4,6,4,1,3995,1770,2500,350
70000,1198,67.04,3.0,19.49,2.0,1.0,18.0,3.0,2,24,2,227,1950,269,4,78,3,4,6,4,1,3801,1665,2450,251
120000,1497,116.4,4.0,16.8,3.5,1.0,18.0,3.0,3,8,8,63,303,365,4,78,3,4,6,4,0,4440,1695,2550,506
150000,998,67.1,3.0,19.0,1.0,1.0,15.0,3.0,2,20,2,188,1826,289,4,78,3,4,6,4,1,3600,1495,2360,267
100000,1498,98.6,4.0,26.0,5.0,1.0,20.0,2.0,3,8,8,63,2088,468,4,78,3,4,6,1,1,4440,1695,2600,510
80000,1248,74.0,4.0,28.4,7.0,1.0,22.0,4.0,3,20,8,180,783,220,4,78,3,4,6,1,0,3995,1695,2430,320
40000,1199,88.76,4.0,18.3,8.0,1.0,26.0,4.0,3,8,8,59,1751,476,4,78,3,1,6,4,0,3995,1695,2470,420
30000,1199,72.4,3.0,26.49,8.2,1.0,27.0,4.0,2,29,8,275,1959,56,4,78,3,1,6,0,1,3993,1677,2450,205
90000,1199,84.88,3.0,18.53,6.75,1.0,25.0,4.0,2,29,2,253,1962,47,4,78,3,1,6,4,1,3990,1755,2501,345
100000,1248,88.5,4.0,25.47,11.0,1.0,24.0,2.0,3,20,4,165,1764,214,4,78,5,4,6,1,1,4395,1735,2740,209
70000,1493,100.0,3.0,17.21,3.5,1.0,19.0,4.0,2,17,7,136,903,483,4,78,5,4,8,1,1,3985,1850,2760,300
150000,1498,98.6,4.0,26.0,5.0,1.0,20.0,4.0,3,8,8,63,2088,468,4,78,3,4,6,1,1,4440,1695,2600,510
30000,2523,62.1,4.0,15.96,5.0,1.0,18.0,2.0,3,17,7,126,2031,328,4,78,5,4,0,1,1,4107,1745,2680,690
40000,796,47.3,3.0,24.7,3.2,1.0,23.0,4.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3430,1490,2360,177
120000,1598,103.6,4.0,20.54,4.2,1.0,18.0,1.0,3,31,8,305,1024,203,4,78,3,4,6,1,1,4384,1699,2552,480
150000,1498,98.6,4.0,25.8,3.25,1.0,19.0,4.0,3,8,8,59,1515,471,4,78,3,4,6,1,1,3990,1680,2405,400
30000,1462,103.26,4.0,17.03,9.5,1.0,25.0,4.0,3,20,7,183,2037,304,4,78,3,1,6,4,1,3995,1790,2500,328
30000,1462,103.26,4.0,17.03,9.5,1.0,25.0,4.0,3,20,7,183,2037,304,4,78,3,1,6,4,1,3995,1790,2500,328
120000,799,53.64,3.0,22.7,3.0,1.0,22.0,4.0,2,4,2,39,1683,7,4,78,3,4,0,4,1,3429,1560,2348,222
90000,1120,70.0,3.0,24.0,4.0,1.0,20.0,4.0,2,9,2,77,933,422,4,78,3,4,6,1,1,3765,1660,2425,256
60000,1197,78.9,4.0,20.36,3.5,1.0,19.0,3.0,3,9,2,89,1640,229,4,78,3,4,6,4,1,3585,1595,2380,267
150000,2523,63.0,4.0,13.6,2.8,1.0,12.0,3.0,3,17,4,126,989,278,4,78,5,3,0,1,1,4056,1660,2680,211
120000,1798,157.75,4.0,13.7,5.0,1.0,17.0,4.0,3,28,8,251,1088,344,4,78,3,4,6,4,0,4833,1817,2761,565
120000,1798,157.75,4.0,13.7,5.0,1.0,17.0,4.0,3,28,8,251,1088,344,4,78,3,4,6,4,0,4833,1817,2761,565
120000,1798,157.75,4.0,13.7,5.0,1.0,17.0,4.0,3,28,8,251,1088,344,4,78,3,4,6,4,0,4833,1817,2761,565
70000,1586,103.3,4.0,15.5,2.5,1.0,15.0,4.0,3,20,8,177,1806,456,4,78,3,4,6,4,1,4490,1735,2500,504
90000,2523,63.0,4.0,13.6,3.0,1.0,12.0,2.0,3,17,4,126,1536,278,4,78,5,4,0,1,1,4056,1660,2680,211
90000,1498,98.6,4.0,25.8,4.0,1.0,18.0,4.0,3,8,8,59,1515,471,4,78,3,4,6,1,1,3990,1680,2405,400
90000,1498,98.6,4.0,25.8,4.2,1.0,21.0,1.0,3,8,8,59,1059,471,4,78,3,4,6,1,1,3990,1680,2405,400
150000,1461,83.8,4.0,20.45,4.0,1.0,19.0,4.0,3,24,7,229,1912,310,4,78,3,4,6,1,1,4331,2000,2673,475
30000,1197,81.8,4.0,21.01,8.0,1.0,26.0,3.0,3,20,2,157,2071,59,4,78,3,1,6,4,1,3995,1745,2520,339
40000,998,67.05,3.0,21.79,5.0,1.0,24.0,4.0,2,20,2,184,1806,295,4,78,3,4,6,4,1,3655,1620,2435,341
20000,1197,88.5,4.0,22.38,7.25,1.0,27.0,4.0,3,20,2,179,1827,287,4,78,3,1,6,4,1,3845,1735,2450,268
120000,1582,126.32,4.0,22.32,3.0,1.0,16.0,2.0,3,9,8,86,398,236,4,78,3,4,6,1,1,4370,1700,2570,465
120000,1248,74.0,4.0,23.4,4.0,1.0,19.0,4.0,3,20,8,180,1764,220,4,78,3,4,6,1,1,3995,1695,2430,320
30000,1197,81.8,4.0,21.01,8.0,1.0,26.0,4.0,3,20,2,157,2071,59,4,78,3,1,6,4,1,3995,1745,2520,339
120000,1248,74.0,4.0,22.9,4.5,1.0,19.0,4.0,3,20,2,179,2022,220,4,78,3,4,6,1,1,3850,1695,2430,267
121000,1582,126.24,4.0,22.7,4.5,1.0,18.0,4.0,3,9,8,75,930,446,4,119,3,4,6,1,1,4530,1775,2700,420
120000,1248,74.0,4.0,23.4,5.0,1.0,18.0,4.0,3,20,8,180,1764,220,4,78,3,4,6,1,1,3995,1695,2430,320
120000,2477,175.56,4.0,13.5,9.0,1.0,18.0,2.0,3,23,7,223,1634,223,4,78,5,4,1,1,1,4695,1815,2800,500
150000,1197,85.8,4.0,18.5,1.65,1.0,16.0,2.0,3,20,2,175,1847,289,4,78,3,4,6,4,1,3775,1680,2360,236
60000,1248,88.5,4.0,28.09,7.0,1.0,23.0,4.0,3,20,8,163,184,216,4,78,3,4,6,1,1,4490,1730,2650,510
60000,993,60.0,4.0,17.3,0.62,1.0,6.0,1.0,3,20,2,187,1670,278,4,78,3,4,6,4,1,3535,1495,2335,267
20000,999,67.06,3.0,21.46,5.5,1.0,27.0,4.0,2,27,2,238,19,15,4,78,3,1,6,4,1,3731,1579,2425,279
